Ensembl ID;Genes;Transcript Start;Transcript End;Chromosome;CCDS.ID;RefSeq
ENSMUST00000047835;Scaf11;96413656;96460843;15;CCDS37186;NM_028148
ENSMUST00000047860;Noa1;77294182;77310084;5;CCDS19373;NM_019836
ENSMUST00000047910;Metap2;93858489;93889814;10;CCDS48673;
ENSMUST00000047978;Rabif;134494648;134508774;1;CCDS15310;NM_145510
ENSMUST00000048016;Fut11;20694968;20701016;14;CCDS26851;NM_028428
ENSMUST00000048073;Pigs;78328415;78342782;11;CCDS25100;NM_201406
ENSMUST00000048139;Wrap53;69561759;69579324;11;CCDS24897;"NM_144824; NM_001364769"
ENSMUST00000048155;Rbm25;83632252;83683123;12;CCDS49107;"NM_001364416; NM_027349; NM_001364415"
ENSMUST00000048162;Bsdc1;129461581;129488498;4;CCDS18692;NM_133889
ENSMUST00000048184;Pdcd7;65346104;65359643;9;CCDS40670;NM_016688
ENSMUST00000048250;Tab3;85574022;85634469;X;CCDS41049;"NM_001358447; NM_025729"
ENSMUST00000048260;Lman1;65980738;66002639;18;CCDS29313;NM_027400
ENSMUST00000048263;Wapl;34673928;34747983;14;CCDS36880;NM_001004436
ENSMUST00000048319;Zfyve1;83546849;83597222;12;CCDS26028;NM_183154
ENSMUST00000048377;Suco;161816114;161876682;1;CCDS48415;"NM_001357402; NM_172645; NM_001357401"
ENSMUST00000048393;Atg101;101284272;101290945;15;CCDS27849;NM_026566
ENSMUST00000048418;Ipo8;148770683;148831467;6;CCDS39719;NM_001081113
ENSMUST00000048519;Snx13;35047186;35147479;12;CCDS56837;NM_001014973
ENSMUST00000048578;Ttc1;43730009;43747982;11;CCDS24561;NM_133795
ENSMUST00000048642;Parl;20279820;20302387;16;CCDS28044;NM_001005767
ENSMUST00000048646;Vps13b;35371160;35931229;15;CCDS49592;NM_177151
ENSMUST00000048657;Sec24c;20674308;20694852;14;CCDS26850;NM_172596
ENSMUST00000048688;Fbxo38;62504155;62548695;18;CCDS37841;"NM_001361090; NM_134136"
ENSMUST00000048698;Taf6;138178617;138187226;5;CCDS19795;"NM_009315; NM_001356600; NM_001356601"
ENSMUST00000048774;Copg2;30747554;30896739;6;CCDS85027;NM_017478
ENSMUST00000048788;Nepro;44724301;44737284;16;CCDS28187;NM_145972
ENSMUST00000048807;Mis12;71019611;71027371;11;CCDS24973;NM_025993
ENSMUST00000048892;Icmt;152297227;152307121;4;CCDS18998;NM_133788
ENSMUST00000048915;Rbm8a;96629933;96633791;3;CCDS79983;NM_025875
ENSMUST00000048937;Leo1;75441536;75466432;9;CCDS23343;NM_001039522
ENSMUST00000048994;Nfkbil1;35220175;35235792;17;CCDS28693;"NM_010909; NM_001364909"
ENSMUST00000049020;Irgq;24530689;24538600;7;CCDS20953;NM_153134
ENSMUST00000049032;Gmeb2;181251449;181288035;2;CCDS17206;NM_198169
ENSMUST00000049053;Fam168a;100706702;100841656;7;CCDS21505;"NM_178764; NM_001362170"
ENSMUST00000049138;2410131K14Rik;118245227;118266093;5;CCDS39237;NM_001081236
ENSMUST00000049151;Pus7l;94522688;94543547;15;CCDS27771;NM_172437
ENSMUST00000049167;Phf12;77982802;78030539;11;CCDS48855;NM_174852
ENSMUST00000049168;Cog3;75702351;75754493;14;CCDS36979;NM_177381
ENSMUST00000049185;Ybey;76459567;76469114;10;CCDS23946;NM_172550
ENSMUST00000049245;Rbmxl1;78505269;78508898;8;CCDS22430;"NM_009033; NM_001252089"
ENSMUST00000049257;Ddx52;83942062;83963088;11;CCDS25180;NM_030096
ENSMUST00000049263;Sltm;70542870;70592232;9;CCDS23322;NM_025690
ENSMUST00000049323;Wdr55;36760220;36763810;18;CCDS29162;NM_026464
ENSMUST00000049388;Commd10;46958816;47087995;18;CCDS29238;NM_178377
ENSMUST00000049424;Wdr74;8735839;8740624;19;CCDS29541;NM_134139
ENSMUST00000049453;Ube3c;29569242;29676092;5;CCDS39042;NM_133907
ENSMUST00000049469;Exoc1;76529358;76570287;5;CCDS71608;"NM_001289771; NM_001359372"
ENSMUST00000049470;Tmem183a;134346097;134361979;1;CCDS35714;"NM_020588; NM_001042485"
ENSMUST00000049474;Fbxw8;118064965;118155464;5;CCDS19609;NM_172721
ENSMUST00000049484;Gxylt1;93239742;93275161;15;CCDS27764;NM_001033275
ENSMUST00000049501;Ofd1;166390033;166440704;X;CCDS53248;NM_177429
ENSMUST00000049506;Zrsr1;22972005;22976496;11;CCDS36118;NM_011663
ENSMUST00000049527;Prkar1a;109650921;109669656;11;CCDS25583;"NM_021880; NM_001313975; NM_001313976"
ENSMUST00000049583;Zbtb40;136979732;137048695;4;CCDS18814;NM_198248
ENSMUST00000049630;Cox19;139336189;139345233;5;CCDS39350;NM_197980
ENSMUST00000049699;Pskh1;105900441;105931778;8;CCDS22619;NM_173432
ENSMUST00000049744;Mplkip;17695413;17699105;13;CCDS26253;NM_025479
ENSMUST00000049811;Cep120;53681723;53744547;18;CCDS37822;NM_178686
ENSMUST00000049813;Yod1;130717327;130724358;1;CCDS48351;NM_178691
ENSMUST00000049863;Pofut1;153241533;153270247;2;CCDS16909;NM_080463
ENSMUST00000049887;Nupl2;24164963;24184013;5;CCDS19115;NM_153092
ENSMUST00000049896;Gpkow;7697131;7710262;X;CCDS29969;NM_173747
ENSMUST00000049911;Ube2i;25261916;25274310;17;CCDS28513;NM_011665
ENSMUST00000049920;Ino80;119373042;119477687;2;CCDS16602;NM_026574
ENSMUST00000050067;Hectd3;116995317;117005277;4;CCDS18522;NM_175244
ENSMUST00000050078;Sdf4;155992911;156013610;4;CCDS19054;"NM_011341; NM_001302467"
ENSMUST00000050148;Cdc37l1;28990500;29020237;19;CCDS29729;NM_025950
ENSMUST00000050211;Tk2;104226685;104248558;8;CCDS22573;NM_021028
ENSMUST00000050214;Akap8l;32321424;32350607;17;CCDS50058;NM_017476
ENSMUST00000050248;Zbtb11;55973883;56008913;16;CCDS49874;NM_173026
ENSMUST00000050552;Bzw1;58392898;58407353;1;CCDS14971;NM_025824
ENSMUST00000050575;Thtpa;55094784;55098986;14;CCDS27108;NM_153083
ENSMUST00000050611;Cep68;20227037;20249418;11;CCDS24456;NM_172260
ENSMUST00000050646;Ttc19;62281484;62316426;11;CCDS36177;NM_028360
ENSMUST00000050867;Cactin;81321103;81326242;10;CCDS35995;NM_027381
ENSMUST00000051186;Prkaa1;5143861;5181899;15;CCDS49574;"NM_001355640; NM_001013367"
ENSMUST00000051234;Cuedc2;46329812;46338660;19;CCDS29876;"NM_001164291; NM_001164292"
ENSMUST00000051301;Pura;36281097;36292535;18;CCDS29151;NM_008989
ENSMUST00000051431;Fbxo28;182313102;182341618;1;CCDS15588;NM_175127
ENSMUST00000051477;Cdc42;137319696;137357720;4;CCDS18816;NM_009861
ENSMUST00000051589;Aasdhppt;4294793;4309467;9;CCDS22794;"NM_026276; NM_001326359"
ENSMUST00000051633;Ubiad1;148434495;148444771;4;CCDS18936;NM_027873
ENSMUST00000051777;C2cd3;100372233;100470150;7;CCDS57568;NM_001017985
ENSMUST00000051784;Fastkd3;68582248;68592338;13;CCDS36719;NM_027123
ENSMUST00000051822;Wdr61;54717159;54734517;9;CCDS23194;NM_023191
ENSMUST00000051867;Lsm6;78806451;78821140;8;CCDS40396;NM_030145
ENSMUST00000051934;Gskip;105685384;105703023;12;CCDS49161;NM_178613
ENSMUST00000052011;Tle4;14448150;14598051;19;CCDS50399;"NM_001302951; NM_011600; NM_001302947; NM_001302950"
ENSMUST00000052107;Zswim3;164805098;164822130;2;CCDS17058;NM_178375
ENSMUST00000052135;Rbbp6;122970564;123002557;7;CCDS52387;NM_011247
ENSMUST00000052138;Terf2ip;112011398;112020528;8;CCDS52678;NM_020584
ENSMUST00000052183;Snip1;125066672;125074042;4;CCDS18636;NM_175246
ENSMUST00000052249;Mrps27;99344786;99415562;13;CCDS26722;NM_173757
ENSMUST00000052266;Exoc4;33249085;33973979;6;CCDS19987;NM_009148
ENSMUST00000052374;Rangap1;81704253;81730003;15;CCDS27670;NM_001146174
ENSMUST00000052449;Ubn1;5050068;5086285;16;CCDS27931;NM_026666
ENSMUST00000052455;Pigm;172376546;172384099;1;CCDS15513;NM_026234
ENSMUST00000052499;Rps19bp1;80260615;80264315;15;CCDS27662;NM_175109
ENSMUST00000052505;Tmem186;8633229;8637712;16;CCDS27940;NM_025708
ENSMUST00000052514;Slc38a9;112660766;112738749;13;CCDS26775;NM_178746
ENSMUST00000052529;Ppp1r15b;133131143;133139783;1;CCDS15291;NM_133819
ENSMUST00000052566;Tmem199;78507055;78512172;11;CCDS25108;NM_199199
ENSMUST00000052712;Tgs1;3574875;3616619;4;CCDS17938;NM_054089
ENSMUST00000052774;Tyw3;154576431;154597095;3;CCDS38680;NM_172474
ENSMUST00000053015;Pcbp1;86524492;86526321;6;CCDS20314;NM_011865
ENSMUST00000053024;Pgp;24470392;24473110;17;CCDS28482;NM_025954
ENSMUST00000053033;D1Ertd622e;97606318;97662074;1;CCDS15202;NM_133825
ENSMUST00000053109;Fbxo46;19119859;19140172;7;CCDS20890;NM_175530
ENSMUST00000053230;Ulk3;57589452;57596233;9;CCDS52809;NM_027895
ENSMUST00000053265;Lyrm4;35978395;36117526;13;CCDS36633;NM_201358
ENSMUST00000053286;Ccdc84;44410159;44418569;9;CCDS23110;NM_201372
ENSMUST00000053287;Usp42;143710325;143732280;5;CCDS39372;NM_029749
ENSMUST00000053392;Zfp689;127442136;127449158;7;CCDS21867;NM_175163
ENSMUST00000053410;Zfp574;25077284;25082480;7;CCDS20971;NM_175477
ENSMUST00000053426;Pptc7;122284365;122324281;5;CCDS39255;NM_177242
ENSMUST00000053429;Zbtb22;33916171;33919325;17;CCDS28634;NM_020625
ENSMUST00000053498;Rnf216;142990893;143112994;5;CCDS80455;"NM_001359851; NM_080561"
ENSMUST00000053506;Bbs1;4886878;4906628;19;CCDS29442;NM_001033128
ENSMUST00000053583;Swsap1;21955755;21958264;9;CCDS52739;NM_025870
ENSMUST00000053593;Rap2c;51003912;51018018;X;CCDS30121;NM_172413
ENSMUST00000053664;Tmx2;84671317;84678056;2;CCDS16188;
ENSMUST00000053766;Amfr;93971588;94012842;8;CCDS22533;NM_011787
ENSMUST00000053819;Srsf4;131873617;131901706;4;CCDS51315;NM_020587
ENSMUST00000053872;Cdc42se1;95228732;95236409;3;CCDS38545;NM_172395
ENSMUST00000053902;Elmod2;83313022;83332486;8;CCDS22450;
ENSMUST00000053917;Ccny;9312304;9450150;18;CCDS29050;NM_026484
ENSMUST00000053918;Pycrl;75916477;75921560;15;CCDS37109;NM_025412
ENSMUST00000053969;Sipa1l1;82311349;82451782;12;CCDS26026;NM_172579
ENSMUST00000053981;1110012L19Rik;70385877;70389417;X;CCDS30174;NM_026787
ENSMUST00000054014;Ddx17;79527736;79546741;15;CCDS27643;NM_199080
ENSMUST00000054072;Zfp81;33329342;33358878;17;CCDS37564;NM_207541
ENSMUST00000054145;Dcaf5;80335848;80436601;12;CCDS26013;"NM_177267; NM_001364324"
ENSMUST00000054230;Sfmbt1;30715615;30822721;14;CCDS26897;"NM_001166531; NM_001166532"
ENSMUST00000054387;Rab33b;51483966;51496232;3;CCDS38427;NM_016858
ENSMUST00000054399;Ing1;11556066;11563251;8;CCDS22097;NM_011919
ENSMUST00000054415;Zfp668;127863047;127876828;7;CCDS21881;NM_146259
ENSMUST00000054636;Bag5;111709488;111713257;12;CCDS26185;NM_027404
ENSMUST00000054708;Dpagt1;44326845;44333900;9;CCDS23104;NM_007875
ENSMUST00000054908;Sugt1;79587691;79635196;14;CCDS36988;NM_026474
ENSMUST00000054952;Emc6;73175519;73177037;11;CCDS24999;NM_025318
ENSMUST00000054984;Sft2d3;31909098;31911824;18;CCDS50243;NM_026006
ENSMUST00000055028;Zbtb5;44991242;45012394;4;CCDS18129;NM_173399
ENSMUST00000055117;Lemd2;27189600;27204469;17;CCDS50043;NM_146075
ENSMUST00000055241;Zfp106;120506820;120563807;2;CCDS16621;NM_011743
ENSMUST00000055242;Clptm1;19631571;19665033;7;CCDS39800;NM_019649
ENSMUST00000055262;Vti1b;79156017;79172667;12;CCDS26008;NM_016800
ENSMUST00000055296;Polr1a;71909061;71982475;6;CCDS20236;NM_009088
ENSMUST00000055303;Mettl6;31476820;31495040;14;CCDS26913;NM_025907
ENSMUST00000055352;Fam120b;15396202;15433438;17;CCDS37453;"NM_024203; NM_001357822"
ENSMUST00000055389;Xxylt1;30955144;31081432;16;CCDS49822;NM_198626
ENSMUST00000055485;Lsm14b;180024987;180035461;2;CCDS17165;NM_177727
ENSMUST00000055506;Gtf3c1;125640954;125707780;7;CCDS40122;NM_207239
ENSMUST00000055518;Pik3r1;101680563;101768217;13;CCDS36769;NM_001077495
ENSMUST00000055843;Rbm15b;106880918;106887428;9;CCDS52915;NM_175402
ENSMUST00000055984;Isg20l2;87930314;87940686;3;CCDS17459;NM_177663
ENSMUST00000056032;E4f1;24443779;24455311;17;CCDS28481;"NM_007893; NM_001301784; NM_001355708"
ENSMUST00000056228;Sptssa;54645392;54656573;12;CCDS36445;NM_134054
ENSMUST00000056232;Zfp553;127233255;127238043;7;CCDS21860;NM_146201
ENSMUST00000056246;Zfp954;7114690;7121488;7;CCDS51991;NM_172738
ENSMUST00000056398;Lsm8;18848579;18854053;6;CCDS39433;NM_133939
ENSMUST00000056549;Zfp235;24134242;24143241;7;CCDS39825;NM_019941
ENSMUST00000056635;Rlf;121145883;121215084;4;CCDS84789;NM_001346660
ENSMUST00000056677;Zfp830;82764345;82765935;11;CCDS25146;NM_025884
ENSMUST00000056907;Smcr8;60777525;60788287;11;CCDS48814;NM_001085440
ENSMUST00000056919;Csnk2a2;95446096;95488827;8;CCDS22562;NM_009974
ENSMUST00000056937;Hscb;110829070;110839777;5;CCDS51613;NM_153571
ENSMUST00000056978;Kif13a;46749087;46929718;13;CCDS36652;NM_010617
ENSMUST00000056997;Cdadc1;59563976;59597944;14;CCDS36940;NM_027986
ENSMUST00000057015;Slc4a7;14702279;14799940;14;CCDS36810;NM_001033270
ENSMUST00000057043;Tceanc2;107134155;107178547;4;CCDS18431;NM_025617
ENSMUST00000057151;Tmem18;30584426;30591215;12;CCDS49043;NM_172049
ENSMUST00000057208;Mrps9;42851233;42905682;1;CCDS14918;NM_023514
ENSMUST00000057256;6030458C11Rik;12808177;12824649;15;CCDS27392;"NM_001357761; NM_029998"
ENSMUST00000057288;Pdia6;17266545;17284770;12;CCDS25826;NM_027959
ENSMUST00000057373;Rab11b;33742484;33760530;17;CCDS28628;NM_008997
ENSMUST00000057416;Tmem251;102743762;102747561;12;CCDS49146;NM_177140
ENSMUST00000057557;Mcmbp;128696441;128740495;7;CCDS40153;NM_145955
ENSMUST00000057576;Cog7;121922839;121981711;7;CCDS21805;NM_001033318
ENSMUST00000057578;Trnt1;106769166;106782474;6;CCDS20397;NM_001242358
ENSMUST00000057627;Spata2;167481133;167492887;2;CCDS17100;NM_170756
ENSMUST00000057631;Sgsm2;74849261;74897060;11;CCDS36224;NM_197943
ENSMUST00000057717;Zfp319;95323011;95331950;8;CCDS22559;NM_024467
ENSMUST00000057798;Apba3;81268172;81273246;10;CCDS24050;NM_018758
ENSMUST00000057829;Mrpl50;49512596;49521093;4;CCDS18174;NM_178603
ENSMUST00000057844;B230219D22Rik;55693124;55703500;13;CCDS26552;NM_181278
ENSMUST00000057892;Bptf;107033081;107131922;11;CCDS48964;NM_176850
ENSMUST00000057934;Tcf25;123373824;123401892;8;CCDS22755;NM_001037878
ENSMUST00000058060;Bod1;31665181;31671885;11;CCDS24513;NM_001024919
ENSMUST00000058098;Mbtps2;157547824;157598715;X;CCDS30498;NM_172307
ENSMUST00000058104;Zfp719;43579610;43593235;7;CCDS52225;NM_172482
ENSMUST00000058137;Rabl6;25583018;25608521;2;CCDS38076;NM_001024616
ENSMUST00000058162;Mafg;120625117;120633600;11;CCDS25748;NM_010756
ENSMUST00000058265;C1galt1c1;38630785;38635087;X;CCDS30095;NM_021550
ENSMUST00000058351;Pgm1;99929414;99987294;4;CCDS18388;NM_028132
ENSMUST00000058370;Ccdc137;120458115;120464358;11;CCDS25736;NM_152807
ENSMUST00000058393;A430005L14Rik;153957237;153961925;4;CCDS19003;NM_175287
ENSMUST00000058438;Dcaf7;106036872;106059324;11;CCDS25546;NM_027946
ENSMUST00000058444;Ppp1r37;19530800;19563076;7;CCDS20906;NM_199149
ENSMUST00000058488;Tmed3;89699206;89705068;9;CCDS23396;NM_025360
ENSMUST00000058534;Med26;72494561;72548270;8;CCDS22416;NM_027485
ENSMUST00000058550;Ccni;93181933;93206495;5;CCDS19436;NM_017367
ENSMUST00000058577;Proser1;53463666;53481755;3;CCDS17346;NM_173382
ENSMUST00000058578;Pgrmc2;41066326;41083046;3;CCDS50899;NM_027558
ENSMUST00000058579;Ddx28;106009621;106011882;8;CCDS22626;NM_028038
ENSMUST00000058615;Cir1;73283105;73312701;2;CCDS16127;NM_025854
ENSMUST00000058679;Mtmr9;63523477;63543982;14;CCDS27203;NM_177594
ENSMUST00000058716;Sun1;139200637;139249840;5;CCDS19804;NM_024451
ENSMUST00000058735;Ubqln1;58176156;58215653;13;CCDS49281;NM_026842
ENSMUST00000058754;Zmpste24;121059237;121098241;4;CCDS18600;NM_172700
ENSMUST00000058884;Parn;13537960;13668170;16;CCDS37259;NM_028761
ENSMUST00000059045;Exosc4;76327397;76330677;15;CCDS37119;NM_175399
ENSMUST00000059052;Trmt10c;56032609;56037819;16;CCDS28220;NM_029092
ENSMUST00000059093;Coa6;126422515;126425433;8;CCDS52709;NM_174987
ENSMUST00000059099;Pdzd11;100622908;100625935;X;CCDS30304;NM_028303
ENSMUST00000059250;Brms1l;55836324;55869736;12;CCDS36453;NM_001037756
ENSMUST00000059270;Heatr1;12395371;12438893;13;CCDS26240;NM_144835
ENSMUST00000059271;St7l;104864503;104930064;3;CCDS17705;NM_153091
ENSMUST00000059354;Sigmar1;41738493;41741359;4;CCDS18070;"NM_001286541; NM_001286540; NM_001286551; NM_001286605; NM_011014; NM_001286538"
ENSMUST00000059462;Chmp3;71543797;71581579;6;CCDS20232;"NM_025783; NM_001355675"
ENSMUST00000059472;Mat2a;72432799;72439558;6;CCDS39515;NM_145569
ENSMUST00000059498;Edem3;151755374;151822051;1;CCDS35736;NM_001039644
ENSMUST00000059555;Ube2q2;55148854;55207529;9;CCDS23201;NM_180600
ENSMUST00000059579;Fam76b;13827716;13846541;9;CCDS22819;"NM_001358259; NM_176836"
ENSMUST00000059662;Otulin;27605919;27630693;15;CCDS49586;NM_001013792
ENSMUST00000059666;Saysd1;20075636;20083183;14;CCDS49406;NM_026209
ENSMUST00000059680;Golph3;12321450;12351265;15;CCDS27389;NM_025673
ENSMUST00000059851;Dcun1d3;119852796;119895745;7;CCDS21789;NM_001163703
ENSMUST00000059899;Mmgt1;56585512;56598069;X;CCDS30147;NM_146234
ENSMUST00000059955;Yars2;16302978;16309640;16;CCDS27983;NM_198246
ENSMUST00000060067;Dnaja3;4684070;4707695;16;CCDS27922;NM_023646
ENSMUST00000060108;1810030O07Rik;12654879;12673668;X;CCDS30024;NM_175141
ENSMUST00000060148;Hivep1;42052021;42185026;13;CCDS36643;NM_007772
ENSMUST00000060232;Rab2a;8535644;8607778;4;CCDS17955;NM_021518
ENSMUST00000060251;Higd1a;121848563;121858362;9;CCDS40812;NM_019814
ENSMUST00000060303;Tshz1;84011627;84086404;18;CCDS37876;NM_001081300
ENSMUST00000060389;Rspry1;94601937;94660275;8;CCDS22544;NM_026274
ENSMUST00000060396;Slc25a46;31580168;31609902;18;CCDS29110;"NM_001357461; NM_026165"
ENSMUST00000060444;Zfp3;70764209;70772928;11;CCDS24966;NM_177565
ENSMUST00000060513;Acad8;26974144;26999549;9;CCDS40567;NM_025862
ENSMUST00000060579;Mgat2;69184157;69186770;12;CCDS25947;NM_146035
ENSMUST00000060652;Eny2;44428111;44438256;15;CCDS27456;NM_175009
ENSMUST00000060798;Unc119b;115122550;115134975;5;CCDS19580;NM_175352
ENSMUST00000060805;Fam120a;48879219;48968017;13;CCDS49259;NM_001033268
ENSMUST00000060895;Ugp2;21321673;21371201;11;CCDS70148;NM_001290634
ENSMUST00000060991;Tspan31;127067280;127070264;10;CCDS24227;NM_025982
ENSMUST00000061158;Commd3;18672423;18676231;2;CCDS15710;NM_147778
ENSMUST00000061209;Ccdc71;108460527;108465938;9;CCDS23527;NM_133744
ENSMUST00000061242;Arf1;59211414;59228270;11;CCDS24765;NM_007476
ENSMUST00000061372;Tspyl1;34282190;34285275;10;CCDS23777;NM_009433
ENSMUST00000061390;Fkrp;16809246;16816732;7;CCDS20853;"NM_173430; NM_001358846"
ENSMUST00000061437;Adrm1;180171485;180176286;2;CCDS17171;NM_019822
ENSMUST00000061444;Mrps16;20389304;20393634;14;CCDS36817;NM_025440
ENSMUST00000061568;Slc36a4;15709739;15743361;9;CCDS22840;NM_172289
ENSMUST00000061617;Zfp280b;76032654;76043234;10;CCDS23942;NM_177475
ENSMUST00000061618;Patl1;11912399;11945091;19;CCDS37924;NM_172635
ENSMUST00000061639;Spty2d1;46990396;47008411;7;CCDS21293;NM_175318
ENSMUST00000061755;Lamp2;38419507;38456454;X;CCDS30093;NM_010685
ENSMUST00000061767;Crebzf;90442729;90446104;7;CCDS40020;NM_145151
ENSMUST00000061772;Rbm15;107325421;107333673;3;CCDS38590;NM_001045807
ENSMUST00000061837;Neurl4;69901891;69913820;11;CCDS24921;NM_001013414
ENSMUST00000061850;Pomk;25980604;25994133;8;CCDS22204;NM_029037
ENSMUST00000061882;Mcat;83546797;83555735;15;CCDS27704;NM_001030014
ENSMUST00000061890;Zfp282;47877204;47908485;6;CCDS20100;NM_146175
ENSMUST00000061995;Spryd4;128209908;128211807;10;CCDS24264;NM_025716
ENSMUST00000062118;Pigv;133660387;133672647;4;CCDS18755;"NM_178698; NM_001145955"
ENSMUST00000062181;Zfp146;30161269;30169727;7;CCDS21079;NM_011980
ENSMUST00000062264;Nucks1;131910556;131936321;1;CCDS48356;NM_175294
ENSMUST00000062580;Itsn2;4593008;4713950;12;CCDS36398;NM_011365
ENSMUST00000062626;Tigd2;59208870;59212033;6;CCDS39500;NM_001081145
ENSMUST00000062672;Rpp38;3328949;3332643;2;CCDS15645;NM_001013376
ENSMUST00000062677;Tmem11;60864452;60879272;11;CCDS24801;NM_173453
ENSMUST00000062904;Dnajc11;151933691;151982137;4;CCDS18981;NM_172704
ENSMUST00000062915;Gdpgp1;80232865;80242061;7;CCDS39995;NM_178752
ENSMUST00000062957;Ttc7b;100300770;100520826;12;CCDS49141;NM_001033213
ENSMUST00000062991;Grpel2;61712424;61726323;18;CCDS29288;NM_021296
ENSMUST00000063117;Gstz1;87147718;87164723;12;CCDS26071;"NM_001364306; NM_010363"
ENSMUST00000063249;Xrcc1;24547150;24573438;7;CCDS20955;NM_009532
ENSMUST00000063417;Srsf7;80200080;80207305;17;CCDS28988;NM_146083
ENSMUST00000063574;Tsr3;25240170;25242798;17;CCDS28512;"NM_001163718; NM_026676"
ENSMUST00000063641;Smim11;92301286;92313041;16;CCDS37404;NM_138743
ENSMUST00000063976;Opa3;19228334;19247868;7;CCDS20894;NM_207525
ENSMUST00000063989;Zfp438;5210029;5334439;18;CCDS37721;"NM_178722; NM_001360447"
ENSMUST00000064067;Smug1;103153307;103158002;15;CCDS27898;
ENSMUST00000064099;Ppp6r1;4631495;4659019;7;CCDS39737;NM_172894
ENSMUST00000064104;Cdc42se2;54717456;54787675;11;CCDS36153;NM_178626
ENSMUST00000064200;Tmem106c;97964230;97970275;15;CCDS27785;NM_201359
ENSMUST00000064314;Asna1;85017931;85025281;8;CCDS40417;NM_019652
ENSMUST00000064635;Eef2kmt;5244152;5255983;16;CCDS27935;NM_027446
ENSMUST00000064701;B4galt7;55600065;55610442;13;CCDS26550;NM_146045
ENSMUST00000064759;Strip1;107612532;107631694;3;CCDS51043;NM_153563
ENSMUST00000064853;1700030K09Rik;72443880;72461001;8;CCDS22414;NM_028170
ENSMUST00000064910;Strap;137735078;137751932;6;CCDS51945;NM_011499
ENSMUST00000064950;Dedd;171329408;171341682;1;CCDS15490;
ENSMUST00000065005;Atg4d;21265293;21277772;9;CCDS22899;NM_153583
ENSMUST00000065080;C2cd2l;44309237;44320285;9;CCDS23103;"NM_027909; NM_001359259"
ENSMUST00000065103;Mrpl35;71812997;71823810;6;CCDS20234;NM_025430
ENSMUST00000065286;Fam204a;60198586;60226697;19;CCDS29939;NM_029648
ENSMUST00000065330;Clk3;57750709;57765860;9;CCDS23232;NM_007713
ENSMUST00000065358;Commd4;57155039;57158331;9;CCDS40647;NM_025417
ENSMUST00000065562;Socs4;47276931;47296102;14;CCDS26985;NM_080843
ENSMUST00000065630;Ddx10;53098635;53248053;9;CCDS52796;NM_029936
ENSMUST00000065678;Sec61b;47474658;47483242;4;CCDS38759;NM_024171
ENSMUST00000065698;Ficd;113735803;113740600;5;CCDS51620;NM_001010825
ENSMUST00000065778;Pik3r4;105643170;105687657;9;CCDS40753;
ENSMUST00000065865;Thoc7;13949012;13961277;14;CCDS49403;"NM_001359901; NM_001285780; NM_025435"
ENSMUST00000065887;Kif1bp;62558470;62578457;10;CCDS23890;NM_028197
ENSMUST00000065906;Ggcx;72414308;72430712;6;CCDS20242;NM_019802
ENSMUST00000065917;Nap1l1;111473223;111496884;10;CCDS36058;NM_015781
ENSMUST00000066039;Cstf2t;31082837;31087069;19;CCDS37958;NM_031249
ENSMUST00000066058;Mapkbp1;119972699;120027408;2;CCDS16612;"NM_011941; NM_001355293"
ENSMUST00000066257;Khdrbs1;129713819;129742296;4;CCDS18703;NM_011317
ENSMUST00000066469;Cope;70302518;70312990;8;CCDS22365;NM_021538
ENSMUST00000066496;Nudcd3;6105691;6200415;11;CCDS24412;NM_173748
ENSMUST00000066497;Zfp24;24009702;24020810;18;CCDS29098;"NM_001357448; NM_001357447; NM_021559"
ENSMUST00000066601;Hyou1;44379490;44392369;9;CCDS23107;NM_021395
ENSMUST00000066650;Dbr1;99575799;99584501;9;CCDS23435;NM_031403
ENSMUST00000066652;Kidins220;24974925;25059697;12;CCDS36424;NM_001081378
ENSMUST00000066715;Zbtb48;152019774;152027661;4;CCDS38982;NM_133879
ENSMUST00000066743;Adnp2;80126311;80151482;18;CCDS50332;NM_175028
ENSMUST00000066888;Utp18;93859243;93885766;11;CCDS25245;NM_001013375
ENSMUST00000066983;Abhd10;45729725;45742955;16;CCDS28201;"NM_172511; NM_001272070"
ENSMUST00000067103;Taf8;47488050;47502292;17;CCDS37642;NM_022015
ENSMUST00000067137;Tprkb;85915747;85930282;6;CCDS20305;NM_176842
ENSMUST00000067215;Arfgap3;83299739;83350247;15;CCDS49683;"NM_025445; NM_001357756; NM_001357757"
ENSMUST00000067246;Slc30a5;100802648;100833427;13;CCDS26739;NM_022885
ENSMUST00000067284;Cpsf3;21286358;21315056;12;CCDS25834;NM_018813
ENSMUST00000067399;B3gntl1;121616197;121673153;11;CCDS25780;NM_178664
ENSMUST00000067425;Zfp747;127372537;127376050;7;CCDS40142;NM_175560
ENSMUST00000067476;Spcs3;54520433;54529998;8;CCDS57621;NM_029701
ENSMUST00000067481;Pigo;43017635;43025819;4;CCDS84720;NM_001305387
ENSMUST00000067485;Slc30a7;115938973;116007406;3;CCDS17783;NM_023214
ENSMUST00000067530;Vapb;173737511;173784336;2;CCDS17146;NM_019806
ENSMUST00000067545;Lclat1;73107994;73243368;17;CCDS37689;"NM_001177967; NM_001177968; NM_001081071"
ENSMUST00000067563;Wdyhv1;58141377;58158654;15;CCDS27490;NM_029734
ENSMUST00000067646;Ilf3;21367871;21405360;9;CCDS40552;NM_001042707
